Date,Currency,Mean,Buy,Sell,Year,Month,Annual Average Inflation,12-Month Inflation,Nominal GDP prices (Ksh Million),Annual GDP growth (%),Real GDP prices (Ksh Million)
2020-11-27,US DOLLAR,109.9847,109.8847,110.0847,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-26,US DOLLAR,109.86,109.76,109.96,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-25,US DOLLAR,109.7194,109.6194,109.8194,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-24,US DOLLAR,109.54,109.44,109.64,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-23,US DOLLAR,109.4547,109.3547,109.5547,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-20,US DOLLAR,109.3924,109.2924,109.4924,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-19,US DOLLAR,109.3188,109.2188,109.4188,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-18,US DOLLAR,109.26,109.16,109.36,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-17,US DOLLAR,109.2335,109.1335,109.3335,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-16,US DOLLAR,109.2015,109.1018,109.3012,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-13,US DOLLAR,109.1118,109.0118,109.2118,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-12,US DOLLAR,109.0341,108.9341,109.1341,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-11,US DOLLAR,108.9665,108.8665,109.0665,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-10,US DOLLAR,108.9347,108.8347,109.0347,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-09,US DOLLAR,108.9182,108.8182,109.0182,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-06,US DOLLAR,108.9059,108.8059,109.0059,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-05,US DOLLAR,108.8682,108.7682,108.9682,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-04,US DOLLAR,108.8647,108.7647,108.9647,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-03,US DOLLAR,108.8382,108.7382,108.9382,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-11-02,US DOLLAR,108.8324,108.7324,108.9324,2020,11,5.53,5.33,"10,715,070",-0.3,"8,733,060"
2020-10-30,US DOLLAR,108.8188,108.7188,108.9188,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-29,US DOLLAR,108.8265,108.7265,108.9265,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-28,US DOLLAR,108.8353,108.7353,108.9353,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-27,US DOLLAR,108.8265,108.7265,108.9265,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-26,US DOLLAR,108.7882,108.6882,108.8882,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-23,US DOLLAR,108.7735,108.6735,108.8735,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-22,US DOLLAR,108.7482,108.6482,108.8482,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-21,US DOLLAR,108.7185,108.6188,108.8182,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-19,US DOLLAR,108.6765,108.5765,108.7765,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-16,US DOLLAR,108.6224,108.5224,108.7224,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-15,US DOLLAR,108.6053,108.5053,108.7053,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-14,US DOLLAR,108.5853,108.4853,108.6853,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-13,US DOLLAR,108.5497,108.45,108.6494,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-12,US DOLLAR,108.5262,108.4265,108.6259,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-09,US DOLLAR,108.5168,108.4171,108.6165,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-08,US DOLLAR,108.5294,108.4294,108.6294,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-07,US DOLLAR,108.5276,108.4276,108.6276,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-06,US DOLLAR,108.5026,108.4029,108.6024,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-05,US DOLLAR,108.4921,108.3924,108.5918,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-02,US DOLLAR,108.4853,108.3853,108.5853,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-10-01,US DOLLAR,108.4471,108.3471,108.5471,2020,10,5.67,4.84,"10,715,070",-0.3,"8,733,060"
2020-09-30,US DOLLAR,108.4971,108.3971,108.5971,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-29,US DOLLAR,108.4879,108.3882,108.5876,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-28,US DOLLAR,108.4779,108.3782,108.5776,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-25,US DOLLAR,108.4691,108.3694,108.5688,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-24,US DOLLAR,108.4126,108.3129,108.5124,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-23,US DOLLAR,108.4176,108.3176,108.5176,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-22,US DOLLAR,108.3618,108.2618,108.4618,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-21,US DOLLAR,108.4,108.3,108.5,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-18,US DOLLAR,108.3912,108.2912,108.4912,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-17,US DOLLAR,108.3794,108.2794,108.4794,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-16,US DOLLAR,108.6379,108.5382,108.7376,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-15,US DOLLAR,108.5559,108.4559,108.6559,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-14,US DOLLAR,108.5,108.4,108.6,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-11,US DOLLAR,108.4488,108.3488,108.5488,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-10,US DOLLAR,108.3971,108.2971,108.4971,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-09,US DOLLAR,108.3735,108.2735,108.4735,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-08,US DOLLAR,108.3353,108.2353,108.4353,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-07,US DOLLAR,108.3282,108.2282,108.4282,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-04,US DOLLAR,108.3224,108.2224,108.4224,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-03,US DOLLAR,108.3029,108.2029,108.4029,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-02,US DOLLAR,108.2615,108.1618,108.3612,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-09-01,US DOLLAR,108.2147,108.1147,108.3147,2020,9,5.79,4.2,"10,715,070",-0.3,"8,733,060"
2020-08-31,US DOLLAR,108.2088,108.1088,108.3088,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-28,US DOLLAR,108.2221,108.1224,108.3218,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-27,US DOLLAR,108.1529,108.0529,108.2529,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-26,US DOLLAR,108.1203,108.0206,108.22,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-25,US DOLLAR,108.0379,107.9382,108.1376,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-24,US DOLLAR,108.0147,107.9147,108.1147,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-21,US DOLLAR,108.0088,107.9088,108.1088,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-20,US DOLLAR,108.5588,108.4588,108.6588,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-19,US DOLLAR,108.4206,108.3206,108.5206,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-18,US DOLLAR,108.3129,108.2129,108.4129,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-17,US DOLLAR,108.3185,108.2188,108.4182,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-14,US DOLLAR,108.2897,108.19,108.3894,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-13,US DOLLAR,108.3918,108.2918,108.4918,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-12,US DOLLAR,108.3329,108.2329,108.4329,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-11,US DOLLAR,108.1162,108.0165,108.2159,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-10,US DOLLAR,108.0294,107.9294,108.1294,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-07,US DOLLAR,108.0024,107.9024,108.1024,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-06,US DOLLAR,107.9459,107.8459,108.0459,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-05,US DOLLAR,107.8941,107.7941,107.9941,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-04,US DOLLAR,107.8174,107.7176,107.9171,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-08-03,US DOLLAR,107.7118,107.6118,107.8118,2020,8,5.87,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-30,US DOLLAR,107.7074,107.6076,107.8071,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-29,US DOLLAR,107.7118,107.6118,107.8118,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-28,US DOLLAR,107.7191,107.6188,107.8194,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-27,US DOLLAR,107.7888,107.6888,107.8888,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-24,US DOLLAR,108.02,107.92,108.12,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-23,US DOLLAR,108.1288,108.0288,108.2288,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-22,US DOLLAR,107.8797,107.78,107.9794,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-21,US DOLLAR,107.6209,107.5212,107.7206,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-20,US DOLLAR,107.4329,107.3329,107.5329,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-17,US DOLLAR,107.4582,107.3582,107.5582,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-16,US DOLLAR,107.3494,107.2494,107.4494,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-15,US DOLLAR,107.285,107.1853,107.3847,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-14,US DOLLAR,107.1471,107.0476,107.2465,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-13,US DOLLAR,107.0512,106.9512,107.1512,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-10,US DOLLAR,106.9003,106.8006,107.0,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-09,US DOLLAR,106.9618,106.8618,107.0618,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-08,US DOLLAR,106.7471,106.6471,106.8471,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-07,US DOLLAR,106.5912,106.4912,106.6912,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-06,US DOLLAR,106.6106,106.5106,106.7106,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-03,US DOLLAR,106.6662,106.5665,106.7659,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-02,US DOLLAR,106.54,106.44,106.64,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-07-01,US DOLLAR,106.5488,106.4488,106.6488,2020,7,6.01,4.36,"10,715,070",-0.3,"8,733,060"
2020-06-30,US DOLLAR,106.5224,106.4224,106.6224,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-29,US DOLLAR,106.4576,106.3576,106.5576,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-26,US DOLLAR,106.51,106.41,106.61,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-25,US DOLLAR,106.4029,106.3029,106.5029,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-24,US DOLLAR,106.3694,106.2694,106.4694,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-23,US DOLLAR,106.4194,106.3194,106.5194,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-22,US DOLLAR,106.3265,106.2265,106.4265,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-19,US DOLLAR,106.2882,106.1882,106.3882,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-18,US DOLLAR,106.3206,106.2206,106.4206,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-17,US DOLLAR,106.4853,106.3853,106.5853,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-16,US DOLLAR,106.4912,106.3912,106.5912,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-15,US DOLLAR,106.45,106.35,106.55,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-12,US DOLLAR,106.5047,106.4047,106.6047,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-11,US DOLLAR,106.5971,106.4971,106.6971,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-10,US DOLLAR,106.43,106.33,106.53,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-09,US DOLLAR,106.2971,106.1971,106.3971,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-08,US DOLLAR,106.14,106.04,106.24,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-05,US DOLLAR,106.0871,105.9871,106.1871,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-04,US DOLLAR,106.1235,106.0235,106.2235,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-03,US DOLLAR,106.4488,106.3488,106.5488,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-06-02,US DOLLAR,106.7982,106.6982,106.8982,2020,6,6.16,4.59,"10,715,070",-0.3,"8,733,060"
2020-05-29,US DOLLAR,106.9435,106.8435,107.0435,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-28,US DOLLAR,107.0265,106.9265,107.1265,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-27,US DOLLAR,107.1088,107.0088,107.2088,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-26,US DOLLAR,107.0076,106.9076,107.1076,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-22,US DOLLAR,106.9694,106.8694,107.0694,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-21,US DOLLAR,106.8894,106.7894,106.9894,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-20,US DOLLAR,106.8,106.7,106.9,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-19,US DOLLAR,106.69,106.59,106.79,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-18,US DOLLAR,107.0353,106.9353,107.1353,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-15,US DOLLAR,106.8112,106.7112,106.9112,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-14,US DOLLAR,106.5947,106.4947,106.6947,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-13,US DOLLAR,106.5276,106.4276,106.6276,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-12,US DOLLAR,106.1385,106.0388,106.2382,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-11,US DOLLAR,106.0268,105.9271,106.1265,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-08,US DOLLAR,106.0088,105.9088,106.1088,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-07,US DOLLAR,106.0768,105.9771,106.1765,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-06,US DOLLAR,106.3091,106.2094,106.4088,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-05,US DOLLAR,106.6091,106.5094,106.7088,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-05-04,US DOLLAR,107.265,107.1653,107.3647,2020,5,6.18,5.33,"10,715,070",-0.3,"8,733,060"
2020-04-30,US DOLLAR,107.2915,107.1918,107.3912,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-29,US DOLLAR,107.275,107.1753,107.3747,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-28,US DOLLAR,107.2382,107.1382,107.3382,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-27,US DOLLAR,106.9265,106.8265,107.0265,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-24,US DOLLAR,107.2444,107.1447,107.3441,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-23,US DOLLAR,107.1412,107.0412,107.2412,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-22,US DOLLAR,106.9941,106.8941,107.0941,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-21,US DOLLAR,106.8824,106.7824,106.9824,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-20,US DOLLAR,106.7941,106.6941,106.8941,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-17,US DOLLAR,106.2029,106.1029,106.3029,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-16,US DOLLAR,105.9088,105.8088,106.0088,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-15,US DOLLAR,105.9034,105.8038,106.0031,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-14,US DOLLAR,105.9088,105.8088,106.0088,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-09,US DOLLAR,106.0035,105.9035,106.1035,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-08,US DOLLAR,106.4741,106.3741,106.5741,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-07,US DOLLAR,106.1765,106.0765,106.2765,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-06,US DOLLAR,105.905,105.8053,106.0047,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-03,US DOLLAR,105.6653,105.5653,105.7653,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-02,US DOLLAR,105.1882,105.0853,105.2912,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-04-01,US DOLLAR,105.1106,105.0076,105.2135,2020,4,6.03,6.01,"10,715,070",-0.3,"8,733,060"
2020-03-31,US DOLLAR,104.6926,104.5929,104.7924,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-30,US DOLLAR,104.4474,104.3447,104.55,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-27,US DOLLAR,105.1147,105.0147,105.2147,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-26,US DOLLAR,106.1971,106.0971,106.2971,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-25,US DOLLAR,106.4206,106.3176,106.5235,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-24,US DOLLAR,106.5441,106.4382,106.65,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-23,US DOLLAR,106.0118,105.9029,106.1206,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-20,US DOLLAR,105.0971,104.9941,105.2,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-19,US DOLLAR,104.2235,104.1235,104.3235,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-18,US DOLLAR,103.7206,103.6206,103.8206,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-17,US DOLLAR,103.3853,103.2853,103.4853,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-16,US DOLLAR,102.9,102.8029,102.9971,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-13,US DOLLAR,102.4235,102.3206,102.5265,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-12,US DOLLAR,102.4735,102.3735,102.5735,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-11,US DOLLAR,102.7015,102.6029,102.8,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-10,US DOLLAR,102.8982,102.7982,102.9982,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-09,US DOLLAR,102.6735,102.5735,102.7735,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-06,US DOLLAR,102.5529,102.4529,102.6529,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-05,US DOLLAR,102.8912,102.7912,102.9912,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-04,US DOLLAR,102.3765,102.2765,102.4765,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-03,US DOLLAR,101.3735,101.2735,101.4735,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-03-02,US DOLLAR,101.1647,101.0647,101.2647,2020,3,5.84,5.84,"10,715,070",-0.3,"8,733,060"
2020-02-28,US DOLLAR,100.9824,100.8824,101.0824,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-27,US DOLLAR,100.9265,100.8265,101.0265,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-26,US DOLLAR,101.13,101.03,101.23,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-25,US DOLLAR,101.15,101.05,101.25,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-24,US DOLLAR,101.2324,101.1324,101.3324,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-21,US DOLLAR,101.2853,101.1853,101.3853,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-20,US DOLLAR,101.2482,101.1482,101.3482,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-19,US DOLLAR,101.0824,100.9824,101.1824,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-18,US DOLLAR,100.8853,100.7853,100.9853,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-17,US DOLLAR,100.6153,100.5153,100.7153,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-14,US DOLLAR,100.5794,100.4794,100.6794,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-13,US DOLLAR,100.6924,100.5924,100.7924,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-12,US DOLLAR,100.6265,100.5265,100.7265,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-10,US DOLLAR,100.5794,100.4794,100.6794,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-07,US DOLLAR,100.4471,100.3471,100.5471,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-06,US DOLLAR,100.3853,100.2853,100.4853,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-05,US DOLLAR,100.3512,100.2512,100.4512,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-04,US DOLLAR,100.4618,100.3618,100.5618,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-02-03,US DOLLAR,100.4412,100.3412,100.5412,2020,2,5.72,7.17,"10,715,070",-0.3,"8,733,060"
2020-01-31,US DOLLAR,100.585,100.4853,100.6847,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-30,US DOLLAR,100.7471,100.6471,100.8471,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-29,US DOLLAR,100.8735,100.7735,100.9735,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-28,US DOLLAR,100.8715,100.7718,100.9712,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-27,US DOLLAR,100.8765,100.7765,100.9765,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-24,US DOLLAR,100.8553,100.7553,100.9553,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-23,US DOLLAR,100.8735,100.7735,100.9735,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-22,US DOLLAR,101.0324,100.9324,101.1324,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-21,US DOLLAR,101.0971,100.9971,101.1971,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-20,US DOLLAR,100.9471,100.8471,101.0471,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-17,US DOLLAR,100.9735,100.8735,101.0735,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-16,US DOLLAR,101.3835,101.2835,101.4835,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-15,US DOLLAR,101.3912,101.2912,101.4912,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
2020-01-14,US DOLLAR,101.4912,101.3912,101.5912,2020,1,5.29,5.78,"10,715,070",-0.3,"8,733,060"
