Date,Currency,Mean,Buy,Sell,Year,Month,Annual Average Inflation,12-Month Inflation,Nominal GDP prices (Ksh Million),Annual GDP growth (%),Real GDP prices (Ksh Million)
2022-12-30,US DOLLAR,123.3735,123.2735,123.4735,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-29,US DOLLAR,123.3294,123.2294,123.4294,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-28,US DOLLAR,123.2588,123.1588,123.3588,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-23,US DOLLAR,123.2088,123.1088,123.3088,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-22,US DOLLAR,123.1647,123.0647,123.2647,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-21,US DOLLAR,123.1441,123.0441,123.2441,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-20,US DOLLAR,123.0941,122.9941,123.1941,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-19,US DOLLAR,123.0471,122.9471,123.1471,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-16,US DOLLAR,122.9882,122.8882,123.0882,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-15,US DOLLAR,122.9412,122.8412,123.0412,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-14,US DOLLAR,122.8971,122.7971,122.9971,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-13,US DOLLAR,122.8382,122.7382,122.9382,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-09,US DOLLAR,122.7912,122.6912,122.8912,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-08,US DOLLAR,122.7382,122.6382,122.8382,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-07,US DOLLAR,122.6853,122.5853,122.7853,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-06,US DOLLAR,122.6324,122.5324,122.7324,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-05,US DOLLAR,122.5912,122.4912,122.6912,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-02,US DOLLAR,122.5324,122.4324,122.6324,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-12-01,US DOLLAR,122.5,122.4,122.6,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329"
2022-11-30,US DOLLAR,122.4471,122.3471,122.5471,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-29,US DOLLAR,122.3765,122.2765,122.4765,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-28,US DOLLAR,122.3353,122.2353,122.4353,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-25,US DOLLAR,122.2794,122.1794,122.3794,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-24,US DOLLAR,122.2294,122.1294,122.3294,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-23,US DOLLAR,122.1824,122.0824,122.2824,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-22,US DOLLAR,122.1265,122.0265,122.2265,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-21,US DOLLAR,122.0794,121.9794,122.1794,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-18,US DOLLAR,122.0294,121.9294,122.1294,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-17,US DOLLAR,121.9794,121.8794,122.0794,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-16,US DOLLAR,121.9294,121.8294,122.0294,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-15,US DOLLAR,121.8971,121.7971,121.9971,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-14,US DOLLAR,121.8265,121.7265,121.9265,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-11,US DOLLAR,121.7824,121.6824,121.8824,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-10,US DOLLAR,121.7382,121.6382,121.8382,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-09,US DOLLAR,121.6706,121.5706,121.7706,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-08,US DOLLAR,121.6118,121.5118,121.7118,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-07,US DOLLAR,121.5382,121.4382,121.6382,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-04,US DOLLAR,121.4971,121.3971,121.5971,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-03,US DOLLAR,121.4529,121.3529,121.5529,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-02,US DOLLAR,121.4147,121.3147,121.5147,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-11-01,US DOLLAR,121.3794,121.2794,121.4794,2022,11,7.38,9.48,"13,368,340",4.8,"9,851,329"
2022-10-31,US DOLLAR,121.3324,121.2324,121.4324,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-28,US DOLLAR,121.3118,121.2118,121.4118,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-27,US DOLLAR,121.2735,121.1735,121.3735,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-26,US DOLLAR,121.2324,121.1324,121.3324,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-25,US DOLLAR,121.1941,121.0941,121.2941,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-24,US DOLLAR,121.1676,121.0676,121.2676,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-21,US DOLLAR,121.1353,121.0353,121.2353,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-19,US DOLLAR,121.1059,121.0059,121.2059,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-18,US DOLLAR,121.0706,120.9706,121.1706,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-17,US DOLLAR,121.0306,120.9306,121.1306,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-14,US DOLLAR,120.9735,120.8735,121.0735,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-13,US DOLLAR,120.9353,120.8353,121.0353,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-12,US DOLLAR,120.9118,120.8118,121.0118,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-11,US DOLLAR,120.8647,120.7647,120.9647,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-07,US DOLLAR,120.85,120.75,120.95,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-06,US DOLLAR,120.8235,120.7235,120.9235,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-05,US DOLLAR,120.8059,120.7059,120.9059,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-04,US DOLLAR,120.7882,120.6882,120.8882,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-10-03,US DOLLAR,120.7765,120.6765,120.8765,2022,10,7.48,9.59,"13,368,340",4.8,"9,851,329"
2022-09-30,US DOLLAR,120.7324,120.6324,120.8324,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-29,US DOLLAR,120.6971,120.5971,120.7971,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-28,US DOLLAR,120.6735,120.5735,120.7735,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-27,US DOLLAR,120.6235,120.5235,120.7235,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-26,US DOLLAR,120.5971,120.4971,120.6971,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-23,US DOLLAR,120.56,120.46,120.66,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-22,US DOLLAR,120.5424,120.4424,120.6424,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-21,US DOLLAR,120.4982,120.3982,120.5982,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-20,US DOLLAR,120.4559,120.3559,120.5559,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-19,US DOLLAR,120.4294,120.3294,120.5294,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-16,US DOLLAR,120.4106,120.3106,120.5106,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-15,US DOLLAR,120.4118,120.3118,120.5118,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-14,US DOLLAR,120.3706,120.2706,120.4706,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-12,US DOLLAR,120.3353,120.2353,120.4353,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-09,US DOLLAR,120.3059,120.2059,120.4059,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-08,US DOLLAR,120.2824,120.1824,120.3824,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-07,US DOLLAR,120.2618,120.1618,120.3618,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-06,US DOLLAR,120.2206,120.1206,120.3206,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-05,US DOLLAR,120.1847,120.0847,120.2847,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-02,US DOLLAR,120.1176,120.0176,120.2176,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-09-01,US DOLLAR,120.0529,119.9529,120.1529,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329"
2022-08-31,US DOLLAR,120.0129,119.9129,120.1129,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-30,US DOLLAR,119.9794,119.8794,120.0794,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-29,US DOLLAR,119.9294,119.8294,120.0294,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-26,US DOLLAR,119.9059,119.8059,120.0059,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-25,US DOLLAR,119.8576,119.7576,119.9576,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-24,US DOLLAR,119.8029,119.7029,119.9029,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-23,US DOLLAR,119.7206,119.6206,119.8206,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-22,US DOLLAR,119.6294,119.5294,119.7294,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-19,US DOLLAR,119.5735,119.4735,119.6735,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-18,US DOLLAR,119.4735,119.3735,119.5735,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-17,US DOLLAR,119.45,119.35,119.55,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-16,US DOLLAR,119.4147,119.3147,119.5147,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-15,US DOLLAR,119.3559,119.2559,119.4559,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-12,US DOLLAR,119.3118,119.2118,119.4118,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-11,US DOLLAR,119.2412,119.1412,119.3412,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-10,US DOLLAR,119.1735,119.0735,119.2735,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-08,US DOLLAR,119.1265,119.0265,119.2265,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-05,US DOLLAR,119.0912,118.9912,119.1912,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-04,US DOLLAR,119.0324,118.9324,119.1324,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-03,US DOLLAR,118.9941,118.8941,119.0941,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-02,US DOLLAR,118.9118,118.8118,119.0118,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-08-01,US DOLLAR,118.85,118.75,118.95,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329"
2022-07-29,US DOLLAR,118.8,118.7,118.9,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-28,US DOLLAR,118.7588,118.6588,118.8588,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-27,US DOLLAR,118.7176,118.6176,118.8176,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-26,US DOLLAR,118.6588,118.5588,118.7588,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-25,US DOLLAR,118.6206,118.5206,118.7206,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-22,US DOLLAR,118.5706,118.4706,118.6706,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-21,US DOLLAR,118.5206,118.4206,118.6206,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-20,US DOLLAR,118.4529,118.3529,118.5529,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-19,US DOLLAR,118.3882,118.2882,118.4882,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-18,US DOLLAR,118.3324,118.2324,118.4324,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-15,US DOLLAR,118.2718,118.1718,118.3718,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-14,US DOLLAR,118.2306,118.1306,118.3306,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-13,US DOLLAR,118.1794,118.0794,118.2794,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-12,US DOLLAR,118.1324,118.0324,118.2324,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-08,US DOLLAR,118.0706,117.9735,118.1676,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-07,US DOLLAR,118.0324,117.9324,118.1324,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-06,US DOLLAR,117.9941,117.8941,118.0941,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-05,US DOLLAR,117.9529,117.8529,118.0529,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-04,US DOLLAR,117.8971,117.7971,117.9971,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-07-01,US DOLLAR,117.8735,117.7735,117.9735,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329"
2022-06-30,US DOLLAR,117.8324,117.7324,117.9324,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-29,US DOLLAR,117.7912,117.6912,117.8912,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-28,US DOLLAR,117.7029,117.6029,117.8029,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-27,US DOLLAR,117.6941,117.5941,117.7941,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-24,US DOLLAR,117.6559,117.5559,117.7559,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-23,US DOLLAR,117.5706,117.4706,117.6706,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-22,US DOLLAR,117.5059,117.4059,117.6059,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-21,US DOLLAR,117.4353,117.3353,117.5353,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-20,US DOLLAR,117.3971,117.2971,117.4971,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-17,US DOLLAR,117.3265,117.2265,117.4265,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-16,US DOLLAR,117.2853,117.1853,117.3853,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-15,US DOLLAR,117.2353,117.1353,117.3353,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-14,US DOLLAR,117.1676,117.0676,117.2676,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-13,US DOLLAR,117.1,117.0,117.2,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-10,US DOLLAR,117.0471,116.9471,117.1471,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-09,US DOLLAR,117.01,116.91,117.11,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-08,US DOLLAR,116.95,116.85,117.05,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-07,US DOLLAR,116.9,116.8,117.0,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-06,US DOLLAR,116.8482,116.7482,116.9482,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-03,US DOLLAR,116.8306,116.7306,116.9306,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-06-02,US DOLLAR,116.81,116.71,116.91,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329"
2022-05-31,US DOLLAR,116.7382,116.6382,116.8382,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-30,US DOLLAR,116.7147,116.6147,116.8147,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-27,US DOLLAR,116.6868,116.5882,116.7853,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-26,US DOLLAR,116.6165,116.5165,116.7165,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-25,US DOLLAR,116.5794,116.4794,116.6794,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-24,US DOLLAR,116.5176,116.4176,116.6176,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-23,US DOLLAR,116.4706,116.3706,116.5706,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-20,US DOLLAR,116.4059,116.3059,116.5059,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-19,US DOLLAR,116.3735,116.2765,116.4706,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-18,US DOLLAR,116.3176,116.2176,116.4176,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-17,US DOLLAR,116.2441,116.1441,116.3441,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-16,US DOLLAR,116.1735,116.0735,116.2735,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-13,US DOLLAR,116.1235,116.0235,116.2235,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-12,US DOLLAR,116.0971,115.9971,116.1971,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-11,US DOLLAR,116.0676,115.9676,116.1676,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-10,US DOLLAR,115.9959,115.8959,116.0959,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-09,US DOLLAR,115.9459,115.8459,116.0459,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-06,US DOLLAR,115.9047,115.8047,116.0047,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-05,US DOLLAR,115.8441,115.7441,115.9441,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-05-04,US DOLLAR,115.8059,115.7059,115.9059,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329"
2022-04-28,US DOLLAR,115.7735,115.6735,115.8735,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-27,US DOLLAR,115.7412,115.6412,115.8412,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-26,US DOLLAR,115.6971,115.5971,115.7971,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-25,US DOLLAR,115.6529,115.5529,115.7529,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-22,US DOLLAR,115.5971,115.4971,115.6971,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-21,US DOLLAR,115.5441,115.4441,115.6441,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-20,US DOLLAR,115.5059,115.4059,115.6059,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-19,US DOLLAR,115.4847,115.3847,115.5847,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-14,US DOLLAR,115.4382,115.3382,115.5382,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-13,US DOLLAR,115.4088,115.3088,115.5088,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-12,US DOLLAR,115.3765,115.2765,115.4765,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-11,US DOLLAR,115.3324,115.2324,115.4324,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-08,US DOLLAR,115.2882,115.1882,115.3882,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-07,US DOLLAR,115.1941,115.0941,115.2941,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-06,US DOLLAR,115.1206,115.0206,115.2206,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-05,US DOLLAR,115.0969,114.9969,115.1969,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-04,US DOLLAR,115.0375,114.9375,115.1375,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-04-01,US DOLLAR,114.995,114.895,115.095,2022,4,6.05,6.47,"13,368,340",4.8,"9,851,329"
2022-03-31,US DOLLAR,114.9513,114.8512,115.0512,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-30,US DOLLAR,114.8731,114.7731,114.9731,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-29,US DOLLAR,114.825,114.725,114.925,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-28,US DOLLAR,114.7529,114.6529,114.8529,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-25,US DOLLAR,114.6853,114.5853,114.7853,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-24,US DOLLAR,114.6,114.5,114.7,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-23,US DOLLAR,114.4971,114.3971,114.5971,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-22,US DOLLAR,114.4353,114.3353,114.5353,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-21,US DOLLAR,114.3953,114.2953,114.4953,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-18,US DOLLAR,114.3806,114.2806,114.4806,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-17,US DOLLAR,114.3144,114.2159,114.4129,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-16,US DOLLAR,114.2865,114.1865,114.3865,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-15,US DOLLAR,114.2324,114.1324,114.3324,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-14,US DOLLAR,114.1853,114.0853,114.2853,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-11,US DOLLAR,114.1794,114.0794,114.2794,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-10,US DOLLAR,114.1353,114.0353,114.2353,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-09,US DOLLAR,114.0753,113.9753,114.1753,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-08,US DOLLAR,114.0129,113.9129,114.1129,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-07,US DOLLAR,113.9471,113.8471,114.0471,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-04,US DOLLAR,113.9147,113.8147,114.0147,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-03,US DOLLAR,113.8894,113.7894,113.9894,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-02,US DOLLAR,113.8529,113.7529,113.9529,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-03-01,US DOLLAR,113.8412,113.7412,113.9412,2022,3,6.29,5.56,"13,368,340",4.8,"9,851,329"
2022-02-28,US DOLLAR,113.8353,113.7353,113.9353,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-25,US DOLLAR,113.8206,113.7206,113.9206,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-24,US DOLLAR,113.8,113.7,113.9,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-23,US DOLLAR,113.7424,113.6424,113.8424,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-22,US DOLLAR,113.6941,113.5941,113.7941,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-21,US DOLLAR,113.6882,113.5882,113.7882,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-18,US DOLLAR,113.6735,113.5735,113.7735,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-17,US DOLLAR,113.6382,113.5382,113.7382,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-16,US DOLLAR,113.6353,113.5353,113.7353,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-15,US DOLLAR,113.6294,113.5294,113.7294,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-14,US DOLLAR,113.6265,113.5265,113.7265,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-11,US DOLLAR,113.6265,113.5265,113.7265,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-10,US DOLLAR,113.6265,113.5265,113.7265,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-09,US DOLLAR,113.6265,113.5265,113.7265,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-08,US DOLLAR,113.6206,113.5206,113.7206,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-07,US DOLLAR,113.6088,113.5088,113.7088,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-04,US DOLLAR,113.6029,113.5029,113.7029,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-03,US DOLLAR,113.5865,113.4865,113.6865,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-02,US DOLLAR,113.5765,113.4765,113.6765,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
2022-02-01,US DOLLAR,113.5765,113.4765,113.6765,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329"
