Date,Currency,Mean,Buy,Sell,Year,Month,Annual Average Inflation,12-Month Inflation,Nominal GDP prices (Ksh Million),Annual GDP growth (%),Real GDP prices (Ksh Million),Exchange_Rate_Variability,Inflation_Monthly_Change,Average_GDP_Growth_3Y,Exchange_Rate_Lagged,Relative_Exchange_Rate,Inflation_Rate_Differential,GDP_Growth_Change
30/12/2022,US DOLLAR,123.3735,123.2735,123.4735,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,,,,0,1.4000000000000004,
29/12/2022,US DOLLAR,123.3294,123.2294,123.4294,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,,123.3735,0,1.4000000000000004,0.0
28/12/2022,US DOLLAR,123.2588,123.1588,123.3588,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,123.3294,0,1.4000000000000004,0.0
23/12/2022,US DOLLAR,123.2088,123.1088,123.3088,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,123.2588,0,1.4000000000000004,0.0
22/12/2022,US DOLLAR,123.1647,123.0647,123.2647,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,123.2088,0,1.4000000000000004,0.0
21/12/2022,US DOLLAR,123.1441,123.0441,123.2441,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,123.1647,0,1.4000000000000004,0.0
20/12/2022,US DOLLAR,123.0941,122.9941,123.1941,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,123.1441,0,1.4000000000000004,0.0
19/12/2022,US DOLLAR,123.0471,122.9471,123.1471,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,123.0941,0,1.4000000000000004,0.0
16/12/2022,US DOLLAR,122.9882,122.8882,123.0882,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,123.0471,0,1.4000000000000004,0.0
15/12/2022,US DOLLAR,122.9412,122.8412,123.0412,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.9882,0,1.4000000000000004,0.0
14/12/2022,US DOLLAR,122.8971,122.7971,122.9971,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.9412,0,1.4000000000000004,0.0
13/12/2022,US DOLLAR,122.8382,122.7382,122.9382,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,122.8971,0,1.4000000000000004,0.0
12/10/2022,US DOLLAR,120.9118,120.8118,121.0118,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,122.8382,0,1.4000000000000004,0.0
12/9/2022,US DOLLAR,120.3353,120.2353,120.4353,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.9118,0,1.4000000000000004,0.0
12/8/2022,US DOLLAR,119.3118,119.2118,119.4118,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.3353,0,1.4000000000000004,0.0
12/7/2022,US DOLLAR,118.1324,118.0324,118.2324,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.3118,0,1.4000000000000004,0.0
12/5/2022,US DOLLAR,116.0971,115.9971,116.1971,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.1324,0,1.4000000000000004,0.0
12/4/2022,US DOLLAR,115.3765,115.2765,115.4765,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.0971,0,1.4000000000000004,0.0
12/1/2022,US DOLLAR,113.3118,113.2118,113.4118,2022,12,7.66,9.06,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.3765,0,1.4000000000000004,0.0
9/12/2022,US DOLLAR,122.7912,122.6912,122.8912,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.11999999999999922,4.8,113.3118,0,2.37,0.0
9/11/2022,US DOLLAR,121.6706,121.5706,121.7706,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.7912,0,2.37,0.0
30/09/2022,US DOLLAR,120.7324,120.6324,120.8324,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,121.6706,0,2.37,0.0
29/09/2022,US DOLLAR,120.6971,120.5971,120.7971,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.7324,0,2.37,0.0
28/09/2022,US DOLLAR,120.6735,120.5735,120.7735,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.6971,0,2.37,0.0
27/09/2022,US DOLLAR,120.6235,120.5235,120.7235,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.6735,0,2.37,0.0
26/09/2022,US DOLLAR,120.5971,120.4971,120.6971,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.6235,0,2.37,0.0
23/09/2022,US DOLLAR,120.56,120.46,120.66,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.5971,0,2.37,0.0
22/09/2022,US DOLLAR,120.5424,120.4424,120.6424,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,120.56,0,2.37,0.0
21/09/2022,US DOLLAR,120.4982,120.3982,120.5982,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.5424,0,2.37,0.0
20/09/2022,US DOLLAR,120.4559,120.3559,120.5559,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,120.4982,0,2.37,0.0
19/09/2022,US DOLLAR,120.4294,120.3294,120.5294,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,120.4559,0,2.37,0.0
16/09/2022,US DOLLAR,120.4106,120.3106,120.5106,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.4294,0,2.37,0.0
15/09/2022,US DOLLAR,120.4118,120.3118,120.5118,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,120.4106,0,2.37,0.0
14/09/2022,US DOLLAR,120.3706,120.2706,120.4706,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.4118,0,2.37,0.0
9/9/2022,US DOLLAR,120.3059,120.2059,120.4059,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.3706,0,2.37,0.0
9/6/2022,US DOLLAR,117.01,116.91,117.11,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.3059,0,2.37,0.0
9/5/2022,US DOLLAR,115.9459,115.8459,116.0459,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.01,0,2.37,0.0
9/3/2022,US DOLLAR,114.0753,113.9753,114.1753,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,115.9459,0,2.37,0.0
9/2/2022,US DOLLAR,113.6265,113.5265,113.7265,2022,9,6.81,9.18,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,114.0753,0,2.37,0.0
8/12/2022,US DOLLAR,122.7382,122.6382,122.8382,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,-0.6500000000000004,4.8,113.6265,0,1.919999999999999,0.0
8/11/2022,US DOLLAR,121.6118,121.5118,121.7118,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.7382,0,1.919999999999999,0.0
8/9/2022,US DOLLAR,120.2824,120.1824,120.3824,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,121.6118,0,1.919999999999999,0.0
31/08/2022,US DOLLAR,120.0129,119.9129,120.1129,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.2824,0,1.919999999999999,0.0
30/08/2022,US DOLLAR,119.9794,119.8794,120.0794,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.0129,0,1.919999999999999,0.0
29/08/2022,US DOLLAR,119.9294,119.8294,120.0294,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,119.9794,0,1.919999999999999,0.0
26/08/2022,US DOLLAR,119.9059,119.8059,120.0059,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.9294,0,1.919999999999999,0.0
25/08/2022,US DOLLAR,119.8576,119.7576,119.9576,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.9059,0,1.919999999999999,0.0
24/08/2022,US DOLLAR,119.8029,119.7029,119.9029,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.8576,0,1.919999999999999,0.0
23/08/2022,US DOLLAR,119.7206,119.6206,119.8206,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.8029,0,1.919999999999999,0.0
22/08/2022,US DOLLAR,119.6294,119.5294,119.7294,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.7206,0,1.919999999999999,0.0
19/08/2022,US DOLLAR,119.5735,119.4735,119.6735,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.6294,0,1.919999999999999,0.0
18/08/2022,US DOLLAR,119.4735,119.3735,119.5735,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,119.5735,0,1.919999999999999,0.0
17/08/2022,US DOLLAR,119.45,119.35,119.55,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.4735,0,1.919999999999999,0.0
16/08/2022,US DOLLAR,119.4147,119.3147,119.5147,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.45,0,1.919999999999999,0.0
15/08/2022,US DOLLAR,119.3559,119.2559,119.4559,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.4147,0,1.919999999999999,0.0
8/8/2022,US DOLLAR,119.1265,119.0265,119.2265,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,119.3559,0,1.919999999999999,0.0
8/7/2022,US DOLLAR,118.0706,117.9735,118.1676,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.19409999999999172,0.0,4.8,119.1265,0,1.919999999999999,0.0
8/6/2022,US DOLLAR,116.95,116.85,117.05,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.0706,0,1.919999999999999,0.0
8/4/2022,US DOLLAR,115.2882,115.1882,115.3882,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.95,0,1.919999999999999,0.0
8/3/2022,US DOLLAR,114.0129,113.9129,114.1129,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.2882,0,1.919999999999999,0.0
8/2/2022,US DOLLAR,113.6206,113.5206,113.7206,2022,8,6.61,8.53,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,114.0129,0,1.919999999999999,0.0
7/12/2022,US DOLLAR,122.6853,122.5853,122.7853,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,-0.20999999999999908,4.8,113.6206,0,1.87,0.0
7/11/2022,US DOLLAR,121.5382,121.4382,121.6382,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.6853,0,1.87,0.0
7/10/2022,US DOLLAR,120.85,120.75,120.95,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,121.5382,0,1.87,0.0
7/9/2022,US DOLLAR,120.2618,120.1618,120.3618,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.85,0,1.87,0.0
29/07/2022,US DOLLAR,118.8,118.7,118.9,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.2618,0,1.87,0.0
28/07/2022,US DOLLAR,118.7588,118.6588,118.8588,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.8,0,1.87,0.0
27/07/2022,US DOLLAR,118.7176,118.6176,118.8176,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.7588,0,1.87,0.0
26/07/2022,US DOLLAR,118.6588,118.5588,118.7588,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,118.7176,0,1.87,0.0
25/07/2022,US DOLLAR,118.6206,118.5206,118.7206,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.6588,0,1.87,0.0
22/07/2022,US DOLLAR,118.5706,118.4706,118.6706,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,118.6206,0,1.87,0.0
21/07/2022,US DOLLAR,118.5206,118.4206,118.6206,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.5706,0,1.87,0.0
20/07/2022,US DOLLAR,118.4529,118.3529,118.5529,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,118.5206,0,1.87,0.0
19/07/2022,US DOLLAR,118.3882,118.2882,118.4882,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.4529,0,1.87,0.0
18/07/2022,US DOLLAR,118.3324,118.2324,118.4324,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.3882,0,1.87,0.0
15/07/2022,US DOLLAR,118.2718,118.1718,118.3718,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,118.3324,0,1.87,0.0
14/07/2022,US DOLLAR,118.2306,118.1306,118.3306,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.2718,0,1.87,0.0
13/07/2022,US DOLLAR,118.1794,118.0794,118.2794,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,118.2306,0,1.87,0.0
7/7/2022,US DOLLAR,118.0324,117.9324,118.1324,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.1794,0,1.87,0.0
7/6/2022,US DOLLAR,116.9,116.8,117.0,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.0324,0,1.87,0.0
7/4/2022,US DOLLAR,115.1941,115.0941,115.2941,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.9,0,1.87,0.0
7/3/2022,US DOLLAR,113.9471,113.8471,114.0471,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.1941,0,1.87,0.0
7/2/2022,US DOLLAR,113.6088,113.5088,113.7088,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.9471,0,1.87,0.0
7/1/2022,US DOLLAR,113.2206,113.1206,113.3206,2022,7,6.45,8.32,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.6088,0,1.87,0.0
6/12/2022,US DOLLAR,122.6324,122.5324,122.7324,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,-0.41000000000000014,4.8,113.2206,0,1.62,0.0
6/10/2022,US DOLLAR,120.8235,120.7235,120.9235,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.6324,0,1.62,0.0
6/9/2022,US DOLLAR,120.2206,120.1206,120.3206,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.8235,0,1.62,0.0
6/7/2022,US DOLLAR,117.9941,117.8941,118.0941,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.2206,0,1.62,0.0
30/06/2022,US DOLLAR,117.8324,117.7324,117.9324,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.9941,0,1.62,0.0
29/06/2022,US DOLLAR,117.7912,117.6912,117.8912,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.8324,0,1.62,0.0
28/06/2022,US DOLLAR,117.7029,117.6029,117.8029,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,117.7912,0,1.62,0.0
27/06/2022,US DOLLAR,117.6941,117.5941,117.7941,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.7029,0,1.62,0.0
24/06/2022,US DOLLAR,117.6559,117.5559,117.7559,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.6941,0,1.62,0.0
23/06/2022,US DOLLAR,117.5706,117.4706,117.6706,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,117.6559,0,1.62,0.0
22/06/2022,US DOLLAR,117.5059,117.4059,117.6059,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.5706,0,1.62,0.0
21/06/2022,US DOLLAR,117.4353,117.3353,117.5353,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.5059,0,1.62,0.0
20/06/2022,US DOLLAR,117.3971,117.2971,117.4971,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.4353,0,1.62,0.0
17/06/2022,US DOLLAR,117.3265,117.2265,117.4265,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.3971,0,1.62,0.0
16/06/2022,US DOLLAR,117.2853,117.1853,117.3853,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.3265,0,1.62,0.0
15/06/2022,US DOLLAR,117.2353,117.1353,117.3353,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.2853,0,1.62,0.0
14/06/2022,US DOLLAR,117.1676,117.0676,117.2676,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.2353,0,1.62,0.0
13/06/2022,US DOLLAR,117.1,117.0,117.2,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.1676,0,1.62,0.0
6/6/2022,US DOLLAR,116.8482,116.7482,116.9482,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.1,0,1.62,0.0
6/5/2022,US DOLLAR,115.9047,115.8047,116.0047,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.8482,0,1.62,0.0
6/4/2022,US DOLLAR,115.1206,115.0206,115.2206,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.9047,0,1.62,0.0
6/1/2022,US DOLLAR,113.1853,113.0853,113.2853,2022,6,6.29,7.91,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.1206,0,1.62,0.0
5/12/2022,US DOLLAR,122.5912,122.4912,122.6912,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,-0.8300000000000001,4.8,113.1853,0,0.9199999999999999,0.0
5/10/2022,US DOLLAR,120.8059,120.7059,120.9059,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.5912,0,0.9199999999999999,0.0
5/9/2022,US DOLLAR,120.1847,120.0847,120.2847,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,120.8059,0,0.9199999999999999,0.0
5/8/2022,US DOLLAR,119.0912,118.9912,119.1912,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,120.1847,0,0.9199999999999999,0.0
5/7/2022,US DOLLAR,117.9529,117.8529,118.0529,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,119.0912,0,0.9199999999999999,0.0
31/05/2022,US DOLLAR,116.7382,116.6382,116.8382,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,117.9529,0,0.9199999999999999,0.0
30/05/2022,US DOLLAR,116.7147,116.6147,116.8147,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.7382,0,0.9199999999999999,0.0
27/05/2022,US DOLLAR,116.6868,116.5882,116.7853,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.19710000000000605,0.0,4.8,116.7147,0,0.9199999999999999,0.0
26/05/2022,US DOLLAR,116.6165,116.5165,116.7165,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.6868,0,0.9199999999999999,0.0
25/05/2022,US DOLLAR,116.5794,116.4794,116.6794,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.6165,0,0.9199999999999999,0.0
24/05/2022,US DOLLAR,116.5176,116.4176,116.6176,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.5794,0,0.9199999999999999,0.0
23/05/2022,US DOLLAR,116.4706,116.3706,116.5706,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.5176,0,0.9199999999999999,0.0
20/05/2022,US DOLLAR,116.4059,116.3059,116.5059,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.4706,0,0.9199999999999999,0.0
19/05/2022,US DOLLAR,116.3735,116.2765,116.4706,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.19410000000000593,0.0,4.8,116.4059,0,0.9199999999999999,0.0
18/05/2022,US DOLLAR,116.3176,116.2176,116.4176,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,116.3735,0,0.9199999999999999,0.0
17/05/2022,US DOLLAR,116.2441,116.1441,116.3441,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.3176,0,0.9199999999999999,0.0
16/05/2022,US DOLLAR,116.1735,116.0735,116.2735,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.2441,0,0.9199999999999999,0.0
13/05/2022,US DOLLAR,116.1235,116.0235,116.2235,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.1735,0,0.9199999999999999,0.0
5/5/2022,US DOLLAR,115.8441,115.7441,115.9441,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.1235,0,0.9199999999999999,0.0
5/4/2022,US DOLLAR,115.0969,114.9969,115.1969,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.8441,0,0.9199999999999999,0.0
5/1/2022,US DOLLAR,113.1735,113.0735,113.2735,2022,5,6.16,7.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,115.0969,0,0.9199999999999999,0.0
2/12/2022,US DOLLAR,122.5324,122.4324,122.6324,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,-2.0,4.8,113.1735,0,-1.1500000000000004,0.0
2/11/2022,US DOLLAR,121.4147,121.3147,121.5147,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,122.5324,0,-1.1500000000000004,0.0
2/9/2022,US DOLLAR,120.1176,120.0176,120.2176,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,121.4147,0,-1.1500000000000004,0.0
2/8/2022,US DOLLAR,118.9118,118.8118,119.0118,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,120.1176,0,-1.1500000000000004,0.0
2/6/2022,US DOLLAR,116.81,116.71,116.91,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,118.9118,0,-1.1500000000000004,0.0
2/3/2022,US DOLLAR,113.8529,113.7529,113.9529,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,116.81,0,-1.1500000000000004,0.0
28/02/2022,US DOLLAR,113.8353,113.7353,113.9353,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.8529,0,-1.1500000000000004,0.0
25/02/2022,US DOLLAR,113.8206,113.7206,113.9206,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,113.8353,0,-1.1500000000000004,0.0
24/02/2022,US DOLLAR,113.8,113.7,113.9,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.8206,0,-1.1500000000000004,0.0
23/02/2022,US DOLLAR,113.7424,113.6424,113.8424,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.8,0,-1.1500000000000004,0.0
22/02/2022,US DOLLAR,113.6941,113.5941,113.7941,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.7424,0,-1.1500000000000004,0.0
21/02/2022,US DOLLAR,113.6882,113.5882,113.7882,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.6941,0,-1.1500000000000004,0.0
18/02/2022,US DOLLAR,113.6735,113.5735,113.7735,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.6882,0,-1.1500000000000004,0.0
17/02/2022,US DOLLAR,113.6382,113.5382,113.7382,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.6735,0,-1.1500000000000004,0.0
16/02/2022,US DOLLAR,113.6353,113.5353,113.7353,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.19999999999998863,0.0,4.8,113.6382,0,-1.1500000000000004,0.0
15/02/2022,US DOLLAR,113.6294,113.5294,113.7294,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.6353,0,-1.1500000000000004,0.0
14/02/2022,US DOLLAR,113.6265,113.5265,113.7265,2022,2,6.23,5.08,"13,368,340",4.8,"9,851,329",0.20000000000000284,0.0,4.8,113.6294,0,-1.1500000000000004,0.0
